sample_year,sample_month,sample_day,sample_hour,sample_minute,sample_seconds,sample_id,sample_method,sample_latitude,sample_longitude,sample_altitude,sample_elevation,sample_intake_height,event_number,BENZ_parameter_formula,BENZ_analysis_group_abbr,BENZ_analysis_value,BENZ_analysis_flag,BRFM_parameter_formula_1,BRFM_analysis_group_abbr_2,BRFM_analysis_value_3,BRFM_analysis_flag_4,C2F6_parameter_formula_5,C2F6_analysis_group_abbr_6,C2F6_analysis_value_7,C2F6_analysis_flag_8,C2H2_parameter_formula_9,C2H2_analysis_group_abbr_10,C2H2_analysis_value_11,C2H2_analysis_flag_12,C2H6_parameter_formula_13,C2H6_analysis_group_abbr_14,C2H6_analysis_value_15,C2H6_analysis_flag_16,C3H8_parameter_formula_17,C3H8_analysis_group_abbr_18,C3H8_analysis_value_19,C3H8_analysis_flag_20,CCL4_parameter_formula,CCL4_analysis_group_abbr,CCL4_analysis_value,CCL4_analysis_flag,CF4_parameter_formula,CF4_analysis_group_abbr,CF4_analysis_value,CF4_analysis_flag,CH3I_parameter_formula,CH3I_analysis_group_abbr,CH3I_analysis_value,CH3I_analysis_flag,CH4_parameter_formula,CH4_analysis_group_abbr,CH4_analysis_value,CH4_analysis_flag,CH4C13_parameter_formula,CH4C13_analysis_group_abbr,CH4C13_nalysis_value,CH4C13_analysis_flag,CHLF_parameter_formula,CHLF_analysis_group_abbr,CHLF_analysis_value,CHLF_analysis_flag,CO_parameter_formula,CO_analysis_group_abbr,CO_analysis_value,CO_analysis_flag,CO2_parameter_formula,CO2_analysis_group_abbr,CO2_analysis_value,CO2_analysis_flag,DIBR_parameter_formula,DIBR_analysis_group_abbr,DIBR_analysis_value,DIBR_analysis_flag,DICL_parameter_formula,DICL_analysis_group_abbr,DICL_analysis_value,DICL_analysis_flag,F113_parameter_formula,F113_analysis_group_abbr,F113_analysis_value,F113_analysis_flag,F115_parameter_formula,F115_analysis_group_abbr,F115_analysis_value,F115_analysis_flag,F11B_parameter_formula,F11B_analysis_group_abbr,F11B_analysis_value,F11B_analysis_flag,F125_parameter_formula,F125_analysis_group_abbr,F125_analysis_value,F125_analysis_flag,F13_parameter_formula,F13_analysis_group_abbr,F13_analysis_value,F13_analysis_flag,F134A_parameter_formula,F134A_analysis_group_abbr,F134A_analysis_value,F134A_analysis_flag,F142B_parameter_formula,F142B_analysis_group_abbr,F142B_analysis_value,F142B_analysis_flag,F143a_parameter_formula,F143a_analysis_group_abbr,F143a_analysis_value,F143a_analysis_flag,F152A_parameter_formula,F152A_analysis_group_abbr,F152A_analysis_value,F152A_analysis_flag,F227E_parameter_formula,F227E_analysis_group_abbr,F227E_analysis_value,F227E_analysis_flag,F23_parameter_formula,F23_analysis_group_abbr,F23_analysis_value,F23_analysis_flag,F236FA_parameter_formula,F236FA_analysis_group_abbr,F236FA_analysis_value,F236FA_analysis_flag,F32_parameter_formula,F32_analysis_group_abbr,F32_analysis_value,F32_analysis_flag,F365M_parameter_formula,F365M_analysis_group_abbr,F365M_analysis_value,F365M_analysis_flag,FC12_parameter_formula,FC12_analysis_group_abbr,FC12_analysis_value,FC12_analysis_flag,H1211_parameter_formula,H1211_analysis_group_abbr,H1211_analysis_value,H1211_analysis_flag,H1301_parameter_formula,H1301_analysis_group_abbr,H1301_analysis_value,H1301_analysis_flag,H2_parameter_formula,H2_analysis_group_abbr,H2_analysis_value,H2_analysis_flag,H2402_parameter_formula,H2402_analysis_group_abbr,H2402_analysis_value,H2402_analysis_flag,HF133a_parameter_formula,HF133a_analysis_group_abbr,HF133a_analysis_value,HF133a_analysis_flag,HF22_parameter_formula,HF22_analysis_group_abbr,HF22_analysis_value,HF22_analysis_flag,IC4H10_parameter_formula,IC4H10_analysis_group_abbr,IC4H10_analysis_value,IC4H10_analysis_flag,IC5H12_parameter_formula,IC5H12_analysis_group_abbr,IC5H12_analysis_value,IC5H12_analysis_flag,MCFA_parameter_formula,MCFA_analysis_group_abbr,MCFA_analysis_value,MCFA_analysis_flag,MEBR_parameter_formula,MEBR_analysis_group_abbr,MEBR_analysis_value,MEBR_analysis_flag,MECL_parameter_formula,MECL_analysis_group_abbr,MECL_analysis_value,MECL_analysis_flag,N2O_parameter_formula,N2O_analysis_group_abbr,N2O_analysis_value,N2O_analysis_flag,NC4H10_parameter_formula,NC4H10_analysis_group_abbr,NC4H10_analysis_value,NC4H10_analysis_flag,NC5H12_parameter_formula,NC5H12_analysis_group_abbr,NC5H12_analysis_value,NC5H12_analysis_flag,NC6H14_parameter_formula,NC6H14_analysis_group_abbr,NC6H14_analysis_value,NC6H14_analysis_flag,OCS_parameter_formula,OCS_analysis_group_abbr,OCS_analysis_value,OCS_analysis_flag,P218_parameter_formula,P218_analysis_group_abbr,P218_analysis_value,P218_analysis_flag,PCE_parameter_formula,PCE_analysis_group_abbr,PCE_analysis_value,PCE_analysis_flag,SF6_CCGG_parameter_formula,SF6_CCGG_analysis_group_abbr,SF6_CCGG_analysis_value,SF6_CCGG_analysis_flag,SF6_HATS_parameter_formula,SF6_HATS_analysis_group_abbr,SF6_HATS_analysis_value,SF6_HATS_analysis_flag,SO2F2_parameter_formula,SO2F2_analysis_group_abbr,SO2F2_analysis_value,SO2F2_analysis_flag
2017,8,21,18,34,16,3915-01-01,R,64.9012,-147.9082,562.05,185,377.05,430138,BENZ,HATS,107.246,...,BRFM,HATS,-999.99,FIL,C2F6,HATS,4.787,...,C2H2,HATS,82.082,...,C2H6,HATS,829.958,...,C3H8,HATS,112.695,...,CCL4,HATS,-999.99,FIL,CF4,HATS,83.719,...,CH3I,HATS,0.43,...,ch4,CCGG,1925.03,..P,ch4c13,SIL,-47.827,..P,CHLF,HATS,15.933,...,co,CCGG,107.17,..P,co2,CCGG,397.41,..P,DIBR,HATS,0.961,...,DICL,HATS,56.688,...,F113,HATS,70.604,...,F115,HATS,8.568,...,F11B,HATS,232.2,...,F125,HATS,25.098,...,F13,HATS,3.391,...,F134A,HATS,104.844,...,F142B,HATS,23.511,...,F143a,HATS,21.691,...,F152A,HATS,9.028,...,F227e,HATS,1.371,...,F23,HATS,31.53,..P,F236fa,HATS,0.168,...,F32,HATS,16.272,...,F365m,HATS,1.064,...,FC12,HATS,512.427,..P,H1211,HATS,3.445,...,H1301,HATS,3.296,...,h2,CCGG,456.51,..P,H2402,HATS,0.407,...,HF133a,HATS,0.538,...,HF22,HATS,252.075,...,iC4H10,HATS,17.287,...,iC5H12,HATS,8.255,...,MCFA,HATS,2.269,...,MEBR,HATS,6.295,...,MECL,HATS,460.784,...,n2o,CCGG,331.02,..P,nC4H10,HATS,21.343,...,nC5H12,HATS,9.077,...,nC6H14,HATS,4.126,...,OCS,HATS,366.643,...,P218,HATS,0.57,...,PCE,HATS,-999.99,FIL,sf6,CCGG,9.58,..P,sf6,HATS,9.502,...,SO2F2,HATS,2.157,...
2017,8,21,18,54,39,3915-02-01,R,65.5354,-149.0708,2519.78,365,2154.78,430139,BENZ,HATS,34.956,...,BRFM,HATS,-999.99,FIL,C2F6,HATS,4.789,...,C2H2,HATS,75.807,...,C2H6,HATS,741.915,...,C3H8,HATS,85.138,...,CCL4,HATS,-999.99,FIL,CF4,HATS,83.944,...,CH3I,HATS,0.375,...,ch4,CCGG,1920.77,..P,ch4c13,SIL,-47.676,..P,CHLF,HATS,14.824,...,co,CCGG,98.77,..P,co2,CCGG,395.49,..P,DIBR,HATS,0.902,...,DICL,HATS,56.31,...,F113,HATS,70.374,...,F115,HATS,8.638,...,F11B,HATS,231.471,...,F125,HATS,25.043,...,F13,HATS,3.438,...,F134A,HATS,104.956,...,F142B,HATS,23.751,...,F143a,HATS,22.007,...,F152A,HATS,8.88,...,F227e,HATS,1.406,...,F23,HATS,31.285,..P,F236fa,HATS,0.165,...,F32,HATS,16.193,...,F365m,HATS,1.085,...,FC12,HATS,512.895,..P,H1211,HATS,3.585,...,H1301,HATS,3.301,...,h2,CCGG,482.71,..P,H2402,HATS,0.41,...,HF133a,HATS,0.564,...,HF22,HATS,252.075,...,iC4H10,HATS,11.445,...,iC5H12,HATS,4.808,...,MCFA,HATS,2.127,...,MEBR,HATS,6.602,...,MECL,HATS,477.582,...,n2o,CCGG,329.74,..P,nC4H10,HATS,14.997,...,nC5H12,HATS,3.993,...,nC6H14,HATS,1.885,...,OCS,HATS,419.028,...,P218,HATS,0.597,...,PCE,HATS,-999.99,FIL,sf6,CCGG,9.51,..P,sf6,HATS,9.556,...,SO2F2,HATS,2.095,...
2017,8,21,19,29,58,3915-03-01,R,66.6534,-151.3112,5181.3,187,4994.3,430140,BENZ,HATS,40.722,...,BRFM,HATS,-999.99,FIL,C2F6,HATS,4.825,...,C2H2,HATS,151.649,...,C2H6,HATS,1009.512,...,C3H8,HATS,178.186,...,CCL4,HATS,-999.99,FIL,CF4,HATS,83.961,...,CH3I,HATS,0.137,...,ch4,CCGG,1918.07,..P,ch4c13,SIL,-47.731,..P,CHLF,HATS,13.782,...,co,CCGG,127.7,..P,co2,CCGG,399.62,..P,DIBR,HATS,0.718,...,DICL,HATS,56.085,...,F113,HATS,70.489,...,F115,HATS,8.594,...,F11B,HATS,231.401,...,F125,HATS,25.377,...,F13,HATS,3.383,...,F134A,HATS,105.247,...,F142B,HATS,23.632,...,F143a,HATS,21.928,...,F152A,HATS,8.851,...,F227e,HATS,1.381,...,F23,HATS,31.164,..P,F236fa,HATS,0.17,...,F32,HATS,16.525,...,F365m,HATS,1.098,...,FC12,HATS,512.375,..P,H1211,HATS,3.419,...,H1301,HATS,3.317,...,h2,CCGG,510.79,..P,H2402,HATS,0.405,...,HF133a,HATS,0.547,...,HF22,HATS,252.621,...,iC4H10,HATS,17.383,...,iC5H12,HATS,7.268,...,MCFA,HATS,2.17,...,MEBR,HATS,7.075,...,MECL,HATS,507.685,...,n2o,CCGG,330.09,..P,nC4H10,HATS,33.932,...,nC5H12,HATS,9.108,...,nC6H14,HATS,3.961,...,OCS,HATS,454.059,...,P218,HATS,0.587,...,PCE,HATS,-999.99,FIL,sf6,CCGG,-999.99,FIL,sf6,HATS,9.565,...,SO2F2,HATS,2.177,...
2017,8,21,20,9,5,3915-04-01,R,68.1018,-154.6504,2808.43,1471,1337.43,430141,BENZ,HATS,17.586,...,BRFM,HATS,-999.99,FIL,C2F6,HATS,4.746,...,C2H2,HATS,62.495,...,C2H6,HATS,708.971,...,C3H8,HATS,72.104,...,CCL4,HATS,-999.99,FIL,CF4,HATS,83.744,...,CH3I,HATS,0.171,...,ch4,CCGG,1927.48,..P,ch4c13,SIL,-47.692,..P,CHLF,HATS,14.33,...,co,CCGG,93.84,..P,co2,CCGG,396.83,..P,DIBR,HATS,0.917,...,DICL,HATS,56.576,...,F113,HATS,69.13,...,F115,HATS,8.599,...,F11B,HATS,231.753,...,F125,HATS,25.085,...,F13,HATS,3.395,...,F134A,HATS,105.022,...,F142B,HATS,23.428,...,F143a,HATS,21.76,...,F152A,HATS,9.117,...,F227e,HATS,1.361,...,F23,HATS,31.249,..P,F236fa,HATS,0.162,...,F32,HATS,16.238,...,F365m,HATS,1.077,...,FC12,HATS,512.168,..P,H1211,HATS,3.586,...,H1301,HATS,3.337,...,h2,CCGG,485.53,..P,H2402,HATS,0.403,...,HF133a,HATS,0.549,...,HF22,HATS,252.447,...,iC4H10,HATS,7.255,...,iC5H12,HATS,2.497,...,MCFA,HATS,2.206,...,MEBR,HATS,6.498,...,MECL,HATS,474.089,...,n2o,CCGG,329.25,..P,nC4H10,HATS,10.739,...,nC5H12,HATS,2.699,...,nC6H14,HATS,1.607,...,OCS,HATS,423.528,...,P218,HATS,0.598,...,PCE,HATS,-999.99,FIL,sf6,CCGG,-999.99,FIL,sf6,HATS,9.507,...,SO2F2,HATS,2.168,...
2017,8,21,20,28,57,3915-05-01,R,68.5255,-155.7202,507.49,502,5.49,430142,BENZ,HATS,19.458,...,BRFM,HATS,-999.99,FIL,C2F6,HATS,4.9,...,C2H2,HATS,55.059,...,C2H6,HATS,702.035,...,C3H8,HATS,69.64,...,CCL4,HATS,-999.99,FIL,CF4,HATS,84.044,...,CH3I,HATS,0.196,...,ch4,CCGG,1939.28,..P,ch4c13,SIL,-47.865,..P,CHLF,HATS,14.944,...,co,CCGG,89.77,..P,co2,CCGG,394.96,..P,DIBR,HATS,0.994,...,DICL,HATS,57.075,...,F113,HATS,70.309,...,F115,HATS,8.584,...,F11B,HATS,232.035,...,F125,HATS,25.179,...,F13,HATS,3.38,...,F134A,HATS,104.656,...,F142B,HATS,23.646,...,F143a,HATS,21.884,...,F152A,HATS,8.943,...,F227e,HATS,1.362,...,F23,HATS,31.179,..P,F236fa,HATS,0.165,...,F32,HATS,16.145,...,F365m,HATS,1.159,...,FC12,HATS,513.051,..P,H1211,HATS,3.39,...,H1301,HATS,3.31,...,h2,CCGG,469.46,..P,H2402,HATS,0.41,...,HF133a,HATS,0.554,...,HF22,HATS,251.902,...,iC4H10,HATS,8.261,...,iC5H12,HATS,3.346,...,MCFA,HATS,2.424,...,MEBR,HATS,6.257,...,MECL,HATS,456.923,...,n2o,CCGG,330.39,..P,nC4H10,HATS,10.924,...,nC5H12,HATS,3.75,...,nC6H14,HATS,1.736,...,OCS,HATS,402.103,...,P218,HATS,0.605,...,PCE,HATS,-999.99,FIL,sf6,CCGG,9.54,..P,sf6,HATS,9.627,...,SO2F2,HATS,2.179,...
2017,8,21,20,58,57,3915-06-01,R,69.6927,-156.7122,3002.28,107,2895.28,430143,BENZ,HATS,14.694,...,BRFM,HATS,-999.99,FIL,C2F6,HATS,4.88,...,C2H2,HATS,56.547,...,C2H6,HATS,642.312,...,C3H8,HATS,54.402,...,CCL4,HATS,-999.99,FIL,CF4,HATS,83.736,...,CH3I,HATS,0.201,...,ch4,CCGG,1922.96,..P,ch4c13,SIL,-47.861,..P,CHLF,HATS,14.054,...,co,CCGG,90.23,..P,co2,CCGG,395.9,..P,DIBR,HATS,0.887,...,DICL,HATS,55.611,...,F113,HATS,69.734,...,F115,HATS,8.605,...,F11B,HATS,231.565,...,F125,HATS,24.897,...,F13,HATS,3.354,...,F134A,HATS,104.15,...,F142B,HATS,23.404,...,F143a,HATS,21.907,...,F152A,HATS,8.744,...,F227e,HATS,1.44,...,F23,HATS,31.034,..P,F236fa,HATS,0.162,...,F32,HATS,16.232,...,F365m,HATS,1.132,...,FC12,HATS,512.323,..P,H1211,HATS,3.462,...,H1301,HATS,3.316,...,h2,CCGG,488.17,..P,H2402,HATS,0.4,...,HF133a,HATS,0.551,...,HF22,HATS,251.778,...,iC4H10,HATS,5.34,...,iC5H12,HATS,2.044,...,MCFA,HATS,2.115,...,MEBR,HATS,6.489,...,MECL,HATS,478.565,...,n2o,CCGG,329.24,..P,nC4H10,HATS,7.271,...,nC5H12,HATS,2.636,...,nC6H14,HATS,1.162,...,OCS,HATS,427.921,...,P218,HATS,0.588,...,PCE,HATS,-999.99,FIL,sf6,CCGG,9.57,..P,sf6,HATS,9.496,...,SO2F2,HATS,2.216,...
2017,8,21,21,7,30,3915-07-01,R,70.1125,-157.0879,2030.27,15,2015.27,430144,BENZ,HATS,19.111,...,BRFM,HATS,-999.99,FIL,C2F6,HATS,4.802,...,C2H2,HATS,58.723,...,C2H6,HATS,718.218,...,C3H8,HATS,76.448,...,CCL4,HATS,-999.99,FIL,CF4,HATS,83.819,...,CH3I,HATS,0.174,...,ch4,CCGG,1931.52,..P,ch4c13,SIL,-47.89,..P,CHLF,HATS,15.063,...,co,CCGG,92.15,..P,co2,CCGG,395.59,..P,DIBR,HATS,0.953,...,DICL,HATS,56.279,...,F113,HATS,70.87,...,F115,HATS,8.596,...,F11B,HATS,231.377,...,F125,HATS,25.075,...,F13,HATS,3.452,...,F134A,HATS,104.412,...,F142B,HATS,23.62,...,F143a,HATS,21.913,...,F152A,HATS,9.005,...,F227e,HATS,1.372,...,F23,HATS,31.119,..P,F236fa,HATS,0.163,...,F32,HATS,16.172,...,F365m,HATS,1.091,...,FC12,HATS,512.271,..P,H1211,HATS,3.505,...,H1301,HATS,3.308,...,h2,CCGG,471.26,..P,H2402,HATS,0.403,...,HF133a,HATS,0.561,...,HF22,HATS,252.05,...,iC4H10,HATS,8.249,...,iC5H12,HATS,3.314,...,MCFA,HATS,2.311,...,MEBR,HATS,6.271,...,MECL,HATS,461.277,...,n2o,CCGG,329.95,..P,nC4H10,HATS,12.422,...,nC5H12,HATS,4.087,...,nC6H14,HATS,1.972,...,OCS,HATS,404.674,...,P218,HATS,0.592,...,PCE,HATS,-999.99,FIL,sf6,CCGG,9.54,..P,sf6,HATS,9.54,...,SO2F2,HATS,2.197,...
2017,8,21,21,25,12,3915-08-01,R,70.3925,-157.3143,42.67,15,27.67,430145,BENZ,HATS,17.876,...,BRFM,HATS,-999.99,FIL,C2F6,HATS,4.879,...,C2H2,HATS,52.847,...,C2H6,HATS,780.253,...,C3H8,HATS,113.214,...,CCL4,HATS,-999.99,FIL,CF4,HATS,83.844,...,CH3I,HATS,0.23,...,ch4,CCGG,1978.24,..P,ch4c13,SIL,-47.815,..P,CHLF,HATS,16.84,...,co,CCGG,89.04,..P,co2,CCGG,394.93,..P,DIBR,HATS,0.96,...,DICL,HATS,55.594,...,F113,HATS,70.921,...,F115,HATS,8.584,...,F11B,HATS,231.542,...,F125,HATS,24.935,...,F13,HATS,3.303,...,F134A,HATS,104.281,...,F142B,HATS,23.574,...,F143a,HATS,21.89,...,F152A,HATS,9.212,...,F227e,HATS,1.397,...,F23,HATS,31.229,..P,F236fa,HATS,0.169,...,F32,HATS,16.321,...,F365m,HATS,1.13,...,FC12,HATS,512.375,..P,H1211,HATS,3.482,...,H1301,HATS,3.418,...,h2,CCGG,456.34,..P,H2402,HATS,0.406,...,HF133a,HATS,0.542,...,HF22,HATS,252.224,...,iC4H10,HATS,15.827,...,iC5H12,HATS,6.9,...,MCFA,HATS,2.382,...,MEBR,HATS,5.981,...,MECL,HATS,448.586,...,n2o,CCGG,330.37,..P,nC4H10,HATS,25.769,...,nC5H12,HATS,8.013,...,nC6H14,HATS,3.34,...,OCS,HATS,376.178,...,P218,HATS,0.589,...,PCE,HATS,-999.99,FIL,sf6,CCGG,9.8,..P,sf6,HATS,9.518,...,SO2F2,HATS,2.193,...
2017,8,21,21,40,24,3915-09-01,R,70.9275,-157.0236,1192.38,13,1179.38,430146,BENZ,HATS,29.332,...,BRFM,HATS,-999.99,FIL,C2F6,HATS,4.935,...,C2H2,HATS,72.579,...,C2H6,HATS,782.95,...,C3H8,HATS,94.734,...,CCL4,HATS,-999.99,FIL,CF4,HATS,83.819,...,CH3I,HATS,0.175,...,ch4,CCGG,1932.69,..P,ch4c13,SIL,-48.242,..P,CHLF,HATS,15.401,...,co,CCGG,99.77,..P,co2,CCGG,396.03,..P,DIBR,HATS,0.899,...,DICL,HATS,56.898,...,F113,HATS,71.316,...,F115,HATS,8.636,...,F11B,HATS,231.73,...,F125,HATS,25.085,...,F13,HATS,3.393,...,F134A,HATS,104.665,...,F142B,HATS,23.625,...,F143a,HATS,21.872,...,F152A,HATS,9.118,...,F227e,HATS,1.348,...,F23,HATS,31.154,..P,F236fa,HATS,0.157,...,F32,HATS,16.167,...,F365m,HATS,1.08,...,FC12,HATS,513.155,..P,H1211,HATS,3.489,...,H1301,HATS,3.375,...,h2,CCGG,475.31,..P,H2402,HATS,0.403,...,HF133a,HATS,0.562,...,HF22,HATS,252.274,...,iC4H10,HATS,9.674,...,iC5H12,HATS,3.853,...,MCFA,HATS,2.225,...,MEBR,HATS,6.371,...,MECL,HATS,466.243,...,n2o,CCGG,329.7,..P,nC4H10,HATS,16.327,...,nC5H12,HATS,4.959,...,nC6H14,HATS,2.39,...,OCS,HATS,410.245,...,P218,HATS,0.632,...,PCE,HATS,-999.99,FIL,sf6,CCGG,-999.99,FIL,sf6,HATS,9.624,...,SO2F2,HATS,2.185,...
2017,8,21,22,31,34,3915-10-01,R,71.2618,-156.5909,292,4,288,430147,BENZ,HATS,19.102,...,BRFM,HATS,-999.99,FIL,C2F6,HATS,4.872,...,C2H2,HATS,54.37,...,C2H6,HATS,857.893,...,C3H8,HATS,157.306,...,CCL4,HATS,-999.99,FIL,CF4,HATS,83.894,...,CH3I,HATS,0.26,...,ch4,CCGG,1988.15,..P,ch4c13,SIL,-47.872,..P,CHLF,HATS,16.981,...,co,CCGG,88.77,..P,co2,CCGG,395.52,..P,DIBR,HATS,1.044,...,DICL,HATS,56.142,...,F113,HATS,70.87,...,F115,HATS,8.625,...,F11B,HATS,231.847,...,F125,HATS,25.083,...,F13,HATS,3.362,...,F134A,HATS,107.356,...,F142B,HATS,23.792,...,F143a,HATS,22.073,...,F152A,HATS,9.327,...,F227e,HATS,1.399,...,F23,HATS,31.064,..P,F236fa,HATS,0.154,...,F32,HATS,16.073,...,F365m,HATS,1.087,...,FC12,HATS,512.843,..P,H1211,HATS,3.535,...,H1301,HATS,3.433,...,h2,CCGG,460.37,..P,H2402,HATS,0.401,...,HF133a,HATS,0.569,...,HF22,HATS,251.579,...,iC4H10,HATS,22.975,...,iC5H12,HATS,12.514,...,MCFA,HATS,2.477,...,MEBR,HATS,6.035,...,MECL,HATS,449.323,...,n2o,CCGG,328.39,..P,nC4H10,HATS,45.176,...,nC5H12,HATS,13.383,...,nC6H14,HATS,6.032,...,OCS,HATS,388.927,...,P218,HATS,0.612,...,PCE,HATS,-999.99,FIL,sf6,CCGG,9.03,..P,sf6,HATS,9.586,...,SO2F2,HATS,2.095,...
2017,8,21,23,2,49,3915-11-01,R,70.8125,-153.0806,2695.96,5,2690.96,430148,BENZ,HATS,34.114,...,BRFM,HATS,-999.99,FIL,C2F6,HATS,4.72,...,C2H2,HATS,88.647,...,C2H6,HATS,783.143,...,C3H8,HATS,102.19,...,CCL4,HATS,-999.99,FIL,CF4,HATS,83.703,...,CH3I,HATS,0.149,...,ch4,CCGG,1911.27,..P,ch4c13,SIL,-48.253,..P,CHLF,HATS,13.62,...,co,CCGG,105.83,..P,co2,CCGG,398.49,..P,DIBR,HATS,0.79,...,DICL,HATS,55.152,...,F113,HATS,70.856,...,F115,HATS,8.611,...,F11B,HATS,231.236,...,F125,HATS,25.081,...,F13,HATS,3.412,...,F134A,HATS,103.99,...,F142B,HATS,23.549,...,F143a,HATS,22.013,...,F152A,HATS,8.568,...,F227e,HATS,1.389,...,F23,HATS,31.149,..P,F236fa,HATS,0.158,...,F32,HATS,16.287,...,F365m,HATS,1.111,...,FC12,HATS,511.959,..P,H1211,HATS,3.483,...,H1301,HATS,3.291,...,h2,CCGG,498.56,..P,H2402,HATS,0.392,...,HF133a,HATS,0.545,...,HF22,HATS,251.282,...,iC4H10,HATS,9.267,...,iC5H12,HATS,3.047,...,MCFA,HATS,2.297,...,MEBR,HATS,6.704,...,MECL,HATS,490.46,...,n2o,CCGG,329.98,..P,nC4H10,HATS,16.461,...,nC5H12,HATS,5.057,...,nC6H14,HATS,2.854,...,OCS,HATS,442.866,...,P218,HATS,0.593,...,PCE,HATS,-999.99,FIL,sf6,CCGG,-999.99,FIL,sf6,HATS,9.507,...,SO2F2,HATS,2.189,...
2017,8,21,23,21,5,3915-12-01,R,70.5255,-150.6234,1693.16,0,1693.16,430149,BENZ,HATS,17.736,...,BRFM,HATS,-999.99,FIL,C2F6,HATS,4.778,...,C2H2,HATS,61.951,...,C2H6,HATS,723.227,...,C3H8,HATS,87.86,...,CCL4,HATS,-999.99,FIL,CF4,HATS,83.736,...,CH3I,HATS,0.218,...,ch4,CCGG,1937.03,..P,ch4c13,SIL,-47.779,..P,CHLF,HATS,15.143,...,co,CCGG,93.32,..P,co2,CCGG,394.76,..P,DIBR,HATS,0.871,...,DICL,HATS,56.062,...,F113,HATS,70.23,...,F115,HATS,8.669,...,F11B,HATS,231.471,...,F125,HATS,25.096,...,F13,HATS,3.296,...,F134A,HATS,104.553,...,F142B,HATS,23.411,...,F143a,HATS,22.092,...,F152A,HATS,9.034,...,F227e,HATS,1.358,...,F23,HATS,31.33,..P,F236fa,HATS,0.162,...,F32,HATS,16.19,...,F365m,HATS,1.166,...,FC12,HATS,512.219,..P,H1211,HATS,3.59,...,H1301,HATS,3.328,...,h2,CCGG,474,..P,H2402,HATS,0.413,...,HF133a,HATS,0.554,...,HF22,HATS,252.249,...,iC4H10,HATS,9.697,...,iC5H12,HATS,3.933,...,MCFA,HATS,2.313,...,MEBR,HATS,6.385,...,MECL,HATS,467.961,...,n2o,CCGG,330.49,..P,nC4H10,HATS,15.047,...,nC5H12,HATS,4.087,...,nC6H14,HATS,2.15,...,OCS,HATS,396.266,...,P218,HATS,0.584,...,PCE,HATS,-999.99,FIL,sf6,CCGG,-999.99,FIL,sf6,HATS,9.546,...,SO2F2,HATS,2.224,...
2017,8,22,0,17,26,3922-01-01,R,70.149,-148.7202,143.87,26,117.87,430214,BENZ,HATS,16.065,...,BRFM,HATS,-999.99,FIL,C2F6,HATS,4.938,...,C2H2,HATS,47.697,...,C2H6,HATS,705.31,...,C3H8,HATS,83.374,...,CCL4,HATS,-999.99,FIL,CF4,HATS,83.746,...,CH3I,HATS,0.386,...,ch4,CCGG,2026.71,..P,ch4c13,SIL,-999.99,FIL,CHLF,HATS,19.09,...,co,CCGG,85.46,..P,co2,CCGG,393.07,..P,DIBR,HATS,1.176,...,DICL,HATS,56.39,...,F113,HATS,70.46,...,F115,HATS,8.653,...,F11B,HATS,231.73,...,F125,HATS,24.94,...,F13,HATS,3.388,...,F134A,HATS,104.037,...,F142B,HATS,23.438,...,F143a,HATS,21.917,...,F152A,HATS,9.335,...,F227e,HATS,1.343,...,F23,HATS,31.264,..P,F236fa,HATS,0.169,...,F32,HATS,15.508,...,F365m,HATS,1.126,...,FC12,HATS,512.268,..P,H1211,HATS,3.456,...,H1301,HATS,3.327,...,h2,CCGG,449.98,..P,H2402,HATS,0.415,...,HF133a,HATS,0.571,...,HF22,HATS,251.406,...,iC4H10,HATS,9.646,...,iC5H12,HATS,5.318,...,MCFA,HATS,2.485,...,MEBR,HATS,5.866,...,MECL,HATS,436.051,...,n2o,CCGG,329.75,..P,nC4H10,HATS,17.236,...,nC5H12,HATS,6.775,...,nC6H14,HATS,2.806,...,OCS,HATS,379.61,...,P218,HATS,0.61,...,PCE,HATS,-999.99,FIL,sf6,CCGG,9.51,..P,sf6,HATS,9.571,...,SO2F2,HATS,2.158,...
